,Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result,Profit
1108,2,2.06,426,11,FLAT,GOOD ,24,2,LOSER,-2.0
1109,5,2.1,173,9,HURDLE,HEAVY,25,5,LOSER,-5.0
1110,2,2.36,176,8,HURDLE,FIRM,22,2,LOSER,-2.0
1111,2,7.2,10,8,FLAT,GOOD/SOFT,25,3,LOSER,-2.0
1112,5,8.4,229,8,FLAT,FIRM,17,4,LOSER,-5.0
1113,2,8.6,1647,8,HURDLE,SOFT,48,3,LOSER,-2.0
1114,2,1.35,260,6,FLAT,GOOD ,12,2,WINNER,2.7
1115,2,1.05,488,8,FLAT,GOOD/SOFT,34,2,WINNER,2.1
1116,2,1.54,1375,12,HURDLE,FIRM,102,2,WINNER,3.08
1117,5,1.74,24,11,CHASE,FIRM,20,5,WINNER,8.7
1118,5,1.84,14,14,FLAT,GOOD/SOFT,27,5,WINNER,9.200000000000001
1119,2,2.32,79,9,FLAT,FAST,10,3,WINNER,4.64
1120,2,16.0,443,10,CHASE,FIRM,17,3,LOSER,-2.0
1121,5,2.26,323,9,FLAT,FIRM,81,4,LOSER,-5.0
1122,2,2.76,46,7,FLAT,GOOD/SOFT,27,2,LOSER,-2.0
1123,5,1.18,222,15,HURDLE,GOOD/FIRM,19,4,WINNER,5.8999999999999995
1124,2,1.09,26,9,FLAT,SOFT,15,3,WINNER,2.18
1125,2,2.2,970,9,FLAT,GOOD/FIRM,40,1,LOSER,-2.0
1126,5,1.96,72,8,FLAT,GOOD/SOFT,15,4,WINNER,9.8
1127,2,2.02,1990,18,HURDLE,FIRM,12,3,LOSER,-2.0
1128,5,60.0,28,12,FLAT,HEAVY,44,5,LOSER,-5.0
1129,5,2.82,174,9,HURDLE,HEAVY,11,5,LOSER,-5.0
1130,2,7.2,92,8,FLAT,FIRM,37,3,WINNER,14.4
1131,2,1.23,6,9,HURDLE,FIRM,5,1,WINNER,2.46
1132,2,3.15,1561,9,FLAT,FAST,29,1,LOSER,-2.0
1133,2,2.06,222,17,HURDLE,GOOD/SOFT,38,2,LOSER,-2.0
1135,2,1.76,163,8,FLAT,SOFT,57,3,LOSER,-2.0
1136,5,1.65,188,12,HURDLE,FAST,12,5,WINNER,8.25
1137,5,3.0,21,22,HURDLE,GOOD ,7,5,WINNER,15.0
1138,2,6.6,166,12,HURDLE,FIRM,12,3,LOSER,-2.0
1139,5,2.26,112,7,HURDLE,SOFT,65,4,LOSER,-5.0
1141,2,2.6,115,12,HURDLE,HEAVY,16,3,LOSER,-2.0
1142,2,2.4,1074,6,FLAT,GOOD/FIRM,23,2,LOSER,-2.0
1143,2,1.37,220,13,FLAT,SOFT,18,1,WINNER,2.74
1144,5,9.4,301,8,HURDLE,SOFT,40,5,WINNER,47.0
1145,2,1.33,479,15,HURDLE,SOFT,18,2,WINNER,2.66
1146,5,1.41,117,7,FLAT,SOFT,31,4,WINNER,7.05
1147,2,5.0,16,16,FLAT,GOOD ,26,3,LOSER,-2.0
1148,2,1.71,84,14,HURDLE,SOFT,84,1,WINNER,3.42
1149,2,1.28,76,13,HURDLE,FIRM,12,3,WINNER,2.56
1150,5,600.0,355,7,CHASE,GOOD ,44,5,LOSER,-5.0
1151,5,1.31,357,15,HURDLE,FIRM,10,4,WINNER,6.550000000000001
1152,5,3.45,495,15,HURDLE,HEAVY,34,4,WINNER,17.25
1153,2,16.0,66,7,FLAT,GOOD/SOFT,10,2,LOSER,-2.0
1154,2,1.55,50,9,FLAT,SOFT,73,1,WINNER,3.1
1155,2,1.1,1073,9,FLAT,GOOD/SOFT,53,1,WINNER,2.2
1156,2,5.1,5,7,FLAT,HEAVY,19,1,LOSER,-2.0
1157,2,2.46,73,12,FLAT,HEAVY,73,3,LOSER,-2.0
1158,2,2.36,227,12,CHASE,SOFT,22,3,LOSER,-2.0
1159,2,1.41,254,14,FLAT,SOFT,19,3,WINNER,2.82
1160,5,2.58,24,7,HURDLE,SOFT,25,4,LOSER,-5.0
1161,5,9.2,497,14,FLAT,FAST,30,4,LOSER,-5.0
1162,2,1.99,20,7,FLAT,GOOD/FIRM,50,2,WINNER,3.98
1163,2,300.0,235,8,CHASE,GOOD ,62,3,LOSER,-2.0
1164,2,2.38,166,5,CHASE,GOOD ,24,1,WINNER,4.76
1165,2,1.71,34,15,HURDLE,GOOD/FIRM,22,2,WINNER,3.42
1166,2,1.19,857,9,HURDLE,GOOD/SOFT,28,2,WINNER,2.38
1167,5,2.44,189,14,HURDLE,HEAVY,19,4,LOSER,-5.0
1168,2,1.55,15,17,FLAT,GOOD ,29,2,WINNER,3.1
1169,2,1.43,1571,21,FLAT,FIRM,23,2,LOSER,-2.0
1170,2,3.35,299,9,CHASE,FAST,9,2,LOSER,-2.0
1171,2,3.75,9,18,CHASE,GOOD ,20,2,LOSER,-2.0
1172,2,11.0,773,14,CHASE,GOOD/SOFT,17,1,LOSER,-2.0
1173,2,3.1,90,16,CHASE,FIRM,53,1,LOSER,-2.0
1174,2,700.0,1848,8,HURDLE,FIRM,8,3,LOSER,-2.0
1175,2,1.34,82,17,FLAT,GOOD/SOFT,9,2,WINNER,2.68
1176,2,3.95,2,14,FLAT,GOOD ,26,1,WINNER,7.9
1177,2,1.9,1227,12,HURDLE,GOOD/FIRM,24,3,LOSER,-2.0
1178,2,2.7,17,10,FLAT,FIRM,11,2,LOSER,-2.0
1179,5,120.0,195,8,FLAT,HEAVY,49,4,WINNER,600.0
1180,2,14.0,126,9,HURDLE,GOOD/FIRM,9,2,LOSER,-2.0
1181,2,4.8,4,10,FLAT,FIRM,19,3,LOSER,-2.0
1182,5,1.45,289,6,HURDLE,FAST,48,5,WINNER,7.25
1183,2,9.4,44,9,FLAT,GOOD/FIRM,17,2,LOSER,-2.0
1184,2,6.6,92,21,HURDLE,HEAVY,21,1,LOSER,-2.0
1185,2,1.06,203,8,FLAT,FIRM,9,2,WINNER,2.12
1186,5,1.03,231,6,FLAT,FAST,14,5,WINNER,5.15
1187,2,1.65,71,20,FLAT,GOOD ,66,1,WINNER,3.3
1188,5,6.6,160,10,FLAT,FAST,11,4,WINNER,33.0
1189,2,3.85,29,10,FLAT,HEAVY,15,2,LOSER,-2.0
1190,2,3.1,331,9,FLAT,GOOD ,30,1,WINNER,6.2
1191,2,6.2,16,16,FLAT,FAST,42,3,WINNER,12.4
1192,2,1.02,177,5,FLAT,FAST,61,2,WINNER,2.04
1193,2,1.05,32,9,FLAT,SOFT,20,2,WINNER,2.1
1194,2,5.6,29,6,CHASE,GOOD ,17,1,LOSER,-2.0
1195,2,2.4,129,6,FLAT,HEAVY,24,3,WINNER,4.8
1196,5,180.0,264,8,HURDLE,GOOD ,14,4,LOSER,-5.0
1197,2,1.91,37,12,HURDLE,HEAVY,19,1,LOSER,-2.0
1198,2,3.0,138,8,CHASE,GOOD/FIRM,29,1,LOSER,-2.0
1199,2,1.44,1299,8,CHASE,GOOD/SOFT,17,3,LOSER,-2.0
1200,2,1.85,161,7,HURDLE,HEAVY,15,1,LOSER,-2.0
1201,2,900.0,155,12,HURDLE,GOOD ,48,3,LOSER,-2.0
1202,2,3.55,234,18,CHASE,FAST,48,1,WINNER,7.1
1203,2,2.68,72,14,FLAT,GOOD/SOFT,15,1,LOSER,-2.0
1204,2,2.16,20,10,CHASE,FAST,8,2,WINNER,4.32
1205,5,1.63,119,7,CHASE,GOOD/SOFT,20,5,WINNER,8.149999999999999
1206,2,2.56,253,19,FLAT,FIRM,30,3,LOSER,-2.0
1207,2,2.08,48,15,HURDLE,FAST,19,3,WINNER,4.16
1208,2,90.0,1470,8,FLAT,GOOD/FIRM,40,2,LOSER,-2.0
1210,2,350.0,1568,6,HURDLE,HEAVY,22,3,LOSER,-2.0
1211,2,1.98,60,8,FLAT,FIRM,13,3,LOSER,-2.0
1212,2,1.04,17,7,CHASE,GOOD ,8,3,WINNER,2.08
1213,2,2.12,3,9,FLAT,GOOD ,12,3,WINNER,4.24
1214,2,1.4,282,22,HURDLE,GOOD/FIRM,34,2,LOSER,-2.0
1215,2,9.6,502,15,FLAT,GOOD/FIRM,121,1,LOSER,-2.0
1216,2,2.0,3,12,FLAT,GOOD ,24,2,WINNER,4.0
1217,5,2.9,196,8,HURDLE,SOFT,40,5,WINNER,14.5
1218,2,3.95,257,6,CHASE,FIRM,22,2,WINNER,7.9
1219,5,2.46,27,10,FLAT,FIRM,19,4,WINNER,12.3
1220,5,11.0,340,15,FLAT,GOOD/SOFT,6,4,LOSER,-5.0
1221,2,30.0,59,12,FLAT,SOFT,8,3,LOSER,-2.0
1222,5,5.0,1111,8,FLAT,GOOD/SOFT,12,4,WINNER,25.0
1223,2,1.16,53,9,HURDLE,FAST,17,3,WINNER,2.32
1224,5,2.18,434,7,FLAT,HEAVY,25,4,WINNER,10.9
1225,2,50.0,177,9,HURDLE,SOFT,38,2,LOSER,-2.0
1226,5,2.62,46,13,FLAT,SOFT,22,4,WINNER,13.100000000000001
1227,2,1.75,56,13,FLAT,FIRM,30,3,WINNER,3.5
1228,2,6.8,12,8,HURDLE,GOOD/SOFT,14,1,LOSER,-2.0
1229,5,1.6,35,16,FLAT,FIRM,27,4,WINNER,8.0
1230,5,1.99,191,10,FLAT,GOOD ,9,4,WINNER,9.95
1231,5,11.0,41,12,FLAT,FAST,16,5,LOSER,-5.0
1232,2,3.05,169,11,HURDLE,GOOD/FIRM,14,2,LOSER,-2.0
1233,2,2.18,6,8,HURDLE,GOOD/SOFT,10,1,LOSER,-2.0
1234,2,4.8,45,10,FLAT,HEAVY,12,3,WINNER,9.6
1235,2,3.9,236,13,FLAT,GOOD ,9,2,LOSER,-2.0
1236,2,3.25,1240,10,HURDLE,GOOD/SOFT,24,1,WINNER,6.5
1237,2,1.6,345,8,HURDLE,GOOD/FIRM,45,3,WINNER,3.2
1238,2,2.9,137,15,HURDLE,HEAVY,36,2,LOSER,-2.0
1239,2,1.04,444,17,HURDLE,HEAVY,20,2,WINNER,2.08
1240,2,6.6,134,8,FLAT,FIRM,8,2,LOSER,-2.0
1241,2,5.7,3,22,HURDLE,HEAVY,34,3,LOSER,-2.0
1242,2,2.16,1860,8,CHASE,HEAVY,50,1,LOSER,-2.0
1243,2,1.64,58,5,HURDLE,FIRM,23,1,LOSER,-2.0
1244,2,4.5,206,16,CHASE,GOOD/FIRM,10,2,LOSER,-2.0
1245,2,16.0,465,18,FLAT,HEAVY,19,1,LOSER,-2.0
1246,5,70.0,371,8,FLAT,HEAVY,43,5,LOSER,-5.0
1247,2,30.0,2,15,FLAT,FIRM,16,2,LOSER,-2.0
1248,2,900.0,363,6,HURDLE,HEAVY,58,3,LOSER,-2.0
1249,2,6.6,10,12,FLAT,FIRM,33,2,LOSER,-2.0
1250,2,1.87,75,12,HURDLE,FAST,62,1,WINNER,3.74
1251,2,1.75,42,8,HURDLE,FIRM,13,3,WINNER,3.5
1252,5,3.9,146,7,HURDLE,HEAVY,21,4,LOSER,-5.0
1253,2,1.64,222,17,FLAT,SOFT,19,3,WINNER,3.28
1254,2,9.2,86,12,FLAT,SOFT,15,2,LOSER,-2.0
1255,5,1.1,111,9,FLAT,SOFT,16,4,WINNER,5.5
1256,5,3.7,8,5,FLAT,FAST,26,4,WINNER,18.5
1257,2,1.34,111,9,FLAT,SOFT,22,3,WINNER,2.68
1258,5,3.2,150,22,FLAT,GOOD/FIRM,12,5,LOSER,-5.0
1259,2,2.5,698,5,FLAT,GOOD/FIRM,20,3,LOSER,-2.0
1260,2,2.7,2,6,FLAT,FAST,27,2,LOSER,-2.0
1261,2,1.73,319,9,FLAT,GOOD/SOFT,41,2,WINNER,3.46
1262,2,8.8,138,9,FLAT,GOOD/SOFT,16,3,LOSER,-2.0
1263,2,2.26,295,9,FLAT,GOOD ,10,2,WINNER,4.52
1264,2,1.91,1133,24,FLAT,SOFT,12,2,LOSER,-2.0
1265,2,25.0,333,7,FLAT,GOOD/FIRM,12,3,LOSER,-2.0
1266,2,1.87,51,7,FLAT,GOOD/SOFT,22,1,LOSER,-2.0
1267,2,1.25,1143,9,FLAT,FIRM,36,3,WINNER,2.5
1268,5,30.0,161,22,HURDLE,GOOD/SOFT,32,4,LOSER,-5.0
1269,2,2.64,292,22,CHASE,FIRM,55,2,LOSER,-2.0
1270,5,140.0,964,17,FLAT,HEAVY,18,5,LOSER,-5.0
1271,2,1.46,15,13,HURDLE,GOOD/SOFT,26,3,WINNER,2.92
1272,2,1.94,2003,8,FLAT,GOOD/FIRM,15,3,LOSER,-2.0
1273,5,1.74,29,12,FLAT,FAST,9,4,WINNER,8.7
1274,2,12.0,90,15,HURDLE,GOOD/FIRM,31,3,WINNER,24.0
1275,2,1.33,30,13,FLAT,FAST,6,3,WINNER,2.66
1276,5,5.4,582,7,FLAT,HEAVY,6,5,LOSER,-5.0
1277,2,2.58,34,12,FLAT,FIRM,13,3,WINNER,5.16
1278,2,250.0,89,12,HURDLE,FAST,70,3,LOSER,-2.0
1279,2,6.0,147,7,HURDLE,GOOD/FIRM,19,3,LOSER,-2.0
1280,2,4.4,474,5,FLAT,FIRM,7,1,LOSER,-2.0
1281,5,1.18,1124,7,HURDLE,GOOD ,75,4,LOSER,-5.0
1282,2,1.87,310,15,FLAT,GOOD ,25,1,WINNER,3.74
1283,5,700.0,53,8,FLAT,FIRM,14,4,LOSER,-5.0
1284,2,1.5,610,10,CHASE,FAST,6,2,WINNER,3.0
1285,2,3.85,1431,14,HURDLE,SOFT,14,2,LOSER,-2.0
1286,2,3.65,219,11,HURDLE,GOOD ,20,2,LOSER,-2.0
1287,5,2.44,522,6,FLAT,SOFT,17,5,WINNER,12.2
1288,5,1.23,63,7,HURDLE,FIRM,12,4,WINNER,6.15
1289,2,2.14,204,6,FLAT,GOOD ,16,2,LOSER,-2.0
1290,5,1.7,1042,10,FLAT,GOOD/SOFT,21,4,LOSER,-5.0
1291,2,5.6,49,14,HURDLE,FAST,31,2,LOSER,-2.0
1292,2,7.0,536,10,FLAT,GOOD/FIRM,19,2,WINNER,14.0
1293,2,2.1,339,12,FLAT,GOOD ,42,2,WINNER,4.2
1294,2,1.11,345,11,CHASE,GOOD/SOFT,17,3,WINNER,2.22
1295,2,1.3,271,9,FLAT,FAST,10,2,WINNER,2.6
1296,2,2.5,127,17,FLAT,HEAVY,99,1,LOSER,-2.0
1297,2,160.0,9,7,FLAT,GOOD/SOFT,20,2,LOSER,-2.0
1298,5,2.9,1310,7,HURDLE,HEAVY,19,4,LOSER,-5.0
1299,2,140.0,13,10,FLAT,FIRM,30,2,LOSER,-2.0
1300,2,2.62,58,8,HURDLE,HEAVY,24,1,LOSER,-2.0
1301,2,1.5,159,8,FLAT,GOOD ,58,2,WINNER,3.0
1302,2,2.7,295,18,FLAT,GOOD ,7,1,WINNER,5.4
1303,2,5.3,1407,18,FLAT,FIRM,22,3,LOSER,-2.0
1304,2,20.0,681,8,FLAT,FIRM,29,3,LOSER,-2.0
1305,5,1.79,14,8,FLAT,FIRM,27,4,WINNER,8.95
1306,2,1.96,1475,10,FLAT,HEAVY,35,1,WINNER,3.92
1307,2,1.39,402,6,FLAT,GOOD/FIRM,15,1,WINNER,2.78
1308,2,2.7,176,11,HURDLE,SOFT,46,3,LOSER,-2.0
1309,5,1.52,94,7,CHASE,FAST,15,4,WINNER,7.6
1310,5,1.02,52,10,CHASE,FAST,17,4,WINNER,5.1
1311,2,1.55,333,7,FLAT,GOOD/SOFT,28,1,WINNER,3.1
1312,2,4.0,404,5,FLAT,FAST,67,3,WINNER,8.0
1313,5,2.0,20,6,HURDLE,GOOD/FIRM,20,5,WINNER,10.0
1314,2,3.95,451,12,FLAT,GOOD/SOFT,59,1,LOSER,-2.0
1315,2,7.6,325,7,FLAT,GOOD/SOFT,7,2,LOSER,-2.0
1316,2,9.0,689,8,CHASE,HEAVY,6,1,LOSER,-2.0
1317,2,1.05,160,9,FLAT,FIRM,6,2,WINNER,2.1
1318,5,4.7,9,7,CHASE,GOOD/SOFT,25,5,LOSER,-5.0
1319,2,1.52,5,8,HURDLE,HEAVY,31,2,WINNER,3.04
1320,2,3.75,179,6,FLAT,GOOD ,19,1,LOSER,-2.0
1321,5,6.8,984,12,FLAT,GOOD/FIRM,20,4,WINNER,34.0
1322,2,1.29,10,9,HURDLE,FAST,32,3,WINNER,2.58
1323,2,1.4,197,16,CHASE,GOOD/SOFT,17,1,WINNER,2.8
1324,2,4.5,301,15,FLAT,FAST,15,3,LOSER,-2.0
1325,5,5.7,77,7,FLAT,FAST,20,4,LOSER,-5.0
1326,5,9.2,6,10,FLAT,SOFT,61,4,LOSER,-5.0
1327,2,1.13,14,7,HURDLE,GOOD/FIRM,15,1,WINNER,2.26
1328,5,1.08,29,18,FLAT,GOOD/FIRM,50,4,WINNER,5.4
1329,2,1.56,261,9,FLAT,SOFT,37,2,WINNER,3.12
1330,2,10.0,7,12,FLAT,GOOD ,25,3,LOSER,-2.0
1331,2,1.14,27,24,FLAT,HEAVY,40,2,WINNER,2.28
1332,2,5.1,161,17,CHASE,SOFT,19,1,LOSER,-2.0
1333,5,2.0,51,6,FLAT,GOOD ,53,4,WINNER,10.0
1334,5,1.95,78,12,HURDLE,GOOD ,19,4,WINNER,9.75
1335,5,2.82,1610,11,FLAT,HEAVY,6,4,LOSER,-5.0
1336,2,4.1,51,13,FLAT,HEAVY,75,2,LOSER,-2.0
1337,5,1.04,87,10,FLAT,GOOD ,24,5,WINNER,5.2
1338,2,1.18,210,5,FLAT,GOOD/FIRM,15,1,LOSER,-2.0
1339,2,1.94,66,7,HURDLE,SOFT,44,2,LOSER,-2.0
1340,2,2.1,236,5,FLAT,SOFT,28,1,LOSER,-2.0
1341,2,5.9,13,7,HURDLE,FIRM,18,3,LOSER,-2.0
1342,2,2.02,70,13,FLAT,GOOD ,15,3,WINNER,4.04
1343,2,450.0,493,9,FLAT,GOOD/SOFT,39,2,LOSER,-2.0
1344,5,2.56,695,10,FLAT,SOFT,41,4,LOSER,-5.0
1345,5,2.32,1464,8,CHASE,GOOD ,25,5,WINNER,11.6
1346,5,2.28,17,8,HURDLE,SOFT,8,5,WINNER,11.399999999999999
1347,2,180.0,219,12,HURDLE,SOFT,17,2,LOSER,-2.0
1348,2,2.92,54,8,CHASE,FIRM,38,3,LOSER,-2.0
1349,2,1.34,12,7,CHASE,SOFT,61,3,WINNER,2.68
1350,5,1.26,238,16,HURDLE,GOOD/SOFT,24,4,WINNER,6.3
1351,2,1.54,3,15,CHASE,FAST,17,3,WINNER,3.08
1352,2,3.9,38,7,HURDLE,HEAVY,11,2,LOSER,-2.0
1353,2,200.0,198,10,FLAT,GOOD/SOFT,48,2,LOSER,-2.0
1354,2,1.23,131,18,HURDLE,HEAVY,96,2,WINNER,2.46
1355,2,90.0,45,13,FLAT,FIRM,10,1,LOSER,-2.0
1356,5,2.3,318,8,FLAT,HEAVY,9,4,WINNER,11.5
1357,2,20.0,844,7,FLAT,HEAVY,9,1,LOSER,-2.0
1358,5,19.0,63,7,HURDLE,FAST,22,5,LOSER,-5.0
1359,2,1.79,110,18,FLAT,GOOD/FIRM,11,2,LOSER,-2.0
1360,2,50.0,1274,14,CHASE,GOOD ,22,1,LOSER,-2.0
1361,2,2.72,82,7,FLAT,GOOD/FIRM,20,1,LOSER,-2.0
1362,2,4.0,303,7,FLAT,SOFT,6,3,WINNER,8.0
1363,5,1.39,169,8,CHASE,HEAVY,21,5,WINNER,6.949999999999999
1364,2,1.31,1096,7,FLAT,GOOD/FIRM,73,2,WINNER,2.62
1365,5,1.36,1462,6,FLAT,HEAVY,6,5,LOSER,-5.0
1366,5,800.0,125,9,FLAT,FAST,26,4,LOSER,-5.0
1367,5,1.66,153,10,FLAT,GOOD/FIRM,19,4,WINNER,8.299999999999999
1368,5,800.0,14,14,CHASE,HEAVY,55,4,LOSER,-5.0
1369,2,1.69,13,18,CHASE,SOFT,6,3,LOSER,-2.0
1370,2,1.15,117,8,CHASE,FAST,48,1,WINNER,2.3
1371,2,1.54,67,7,FLAT,GOOD ,30,2,WINNER,3.08
1372,5,2.7,79,7,FLAT,FAST,18,4,WINNER,13.5
1373,2,100.0,286,6,HURDLE,GOOD/FIRM,34,1,LOSER,-2.0
1374,2,2.38,117,8,FLAT,GOOD/SOFT,20,2,WINNER,4.76
1375,5,2.58,73,9,HURDLE,FAST,67,4,WINNER,12.9
1376,5,1.22,232,7,HURDLE,FIRM,19,4,WINNER,6.1
1377,2,2.76,1840,12,HURDLE,FIRM,14,1,LOSER,-2.0
1378,2,2.56,3,12,FLAT,FAST,48,1,WINNER,5.12
1379,2,11.0,30,18,HURDLE,GOOD ,29,2,LOSER,-2.0
1380,2,16.0,18,21,FLAT,FIRM,66,1,WINNER,32.0
1381,2,4.1,570,5,FLAT,GOOD/FIRM,10,1,LOSER,-2.0
1382,5,25.0,1173,5,FLAT,GOOD/FIRM,18,5,LOSER,-5.0
1383,2,3.8,33,9,HURDLE,GOOD/FIRM,10,3,LOSER,-2.0
1384,5,1.26,88,7,FLAT,GOOD/FIRM,36,4,WINNER,6.3
1385,5,80.0,88,11,FLAT,FAST,48,5,LOSER,-5.0
1387,5,50.0,90,8,FLAT,HEAVY,36,4,LOSER,-5.0
1388,5,6.2,1459,8,CHASE,HEAVY,39,4,LOSER,-5.0
1389,5,700.0,152,9,FLAT,GOOD/SOFT,14,4,LOSER,-5.0
1390,5,1.65,148,15,HURDLE,GOOD/FIRM,54,4,WINNER,8.25
1391,5,1.82,259,9,FLAT,FAST,67,4,WINNER,9.1
1392,2,1.78,62,7,FLAT,GOOD/FIRM,18,3,LOSER,-2.0
1393,2,8.8,1900,5,FLAT,GOOD/FIRM,21,2,LOSER,-2.0
1394,2,5.9,141,9,FLAT,GOOD/FIRM,20,2,LOSER,-2.0
1395,2,1.04,6,5,FLAT,SOFT,22,3,WINNER,2.08
1396,5,2.78,60,17,HURDLE,FAST,16,5,LOSER,-5.0
1397,2,1.04,2019,9,FLAT,FIRM,19,1,WINNER,2.08
1398,2,1.31,5,11,FLAT,FAST,15,3,WINNER,2.62
1399,2,1.78,39,7,HURDLE,HEAVY,28,2,LOSER,-2.0
1400,2,1.12,111,11,FLAT,GOOD ,29,3,WINNER,2.24
1402,2,4.7,181,12,HURDLE,HEAVY,13,2,WINNER,9.4
1403,2,1.91,2003,15,HURDLE,SOFT,54,2,LOSER,-2.0
1404,2,2.3,1001,9,CHASE,SOFT,41,3,LOSER,-2.0
1405,2,2.14,87,6,CHASE,HEAVY,33,3,WINNER,4.28
1406,2,16.0,444,6,CHASE,FIRM,31,3,LOSER,-2.0
1407,2,11.0,47,9,HURDLE,HEAVY,19,2,LOSER,-2.0
1408,2,3.5,56,19,HURDLE,HEAVY,55,3,LOSER,-2.0
1409,2,2.64,19,7,FLAT,FAST,31,2,WINNER,5.28
1410,5,1.37,189,14,FLAT,HEAVY,22,5,WINNER,6.8500000000000005
1411,5,2.1,12,14,HURDLE,FIRM,23,4,WINNER,10.5
1412,2,13.0,178,6,HURDLE,FIRM,21,2,LOSER,-2.0
1413,5,1.38,691,14,FLAT,GOOD/SOFT,20,5,WINNER,6.8999999999999995
1414,2,2.42,1168,9,FLAT,FAST,12,1,LOSER,-2.0
1415,5,2.6,696,11,FLAT,FIRM,28,5,WINNER,13.0
1416,2,1.1,503,13,CHASE,FIRM,18,3,WINNER,2.2
1417,5,2.36,251,24,CHASE,FIRM,19,5,LOSER,-5.0
1418,2,180.0,236,18,CHASE,GOOD ,95,3,LOSER,-2.0
1419,5,16.0,113,24,FLAT,FAST,20,5,LOSER,-5.0
1420,5,2.7,7,7,HURDLE,FIRM,18,4,LOSER,-5.0
1421,5,1.31,80,11,FLAT,GOOD/FIRM,25,4,WINNER,6.550000000000001
1422,5,250.0,1183,8,FLAT,GOOD ,40,4,LOSER,-5.0
1423,5,90.0,581,10,HURDLE,FIRM,22,4,LOSER,-5.0
1424,5,1.36,38,8,HURDLE,GOOD/SOFT,27,4,WINNER,6.800000000000001
1425,5,2.26,365,8,CHASE,GOOD/FIRM,65,5,WINNER,11.299999999999999
1426,2,1.68,10,5,CHASE,FAST,93,2,LOSER,-2.0
1427,2,50.0,1689,15,HURDLE,SOFT,25,1,LOSER,-2.0
1428,5,1.37,791,19,HURDLE,FAST,19,5,WINNER,6.8500000000000005
1429,2,1.48,106,6,HURDLE,FAST,7,2,WINNER,2.96
1430,2,2.8,56,16,HURDLE,FAST,25,2,LOSER,-2.0
1431,2,1.96,408,7,HURDLE,FIRM,9,3,WINNER,3.92
1432,2,1.72,102,11,FLAT,FAST,26,2,WINNER,3.44
1433,5,1.15,1091,14,CHASE,GOOD/FIRM,35,5,WINNER,5.75
1434,2,2.22,802,16,CHASE,GOOD/SOFT,30,2,LOSER,-2.0
1435,5,1.59,1873,12,FLAT,GOOD/SOFT,46,4,LOSER,-5.0
1436,5,1.05,119,5,HURDLE,FAST,53,4,WINNER,5.25
1437,2,2.52,171,15,FLAT,HEAVY,28,3,LOSER,-2.0
1438,5,16.0,31,9,HURDLE,GOOD ,58,5,LOSER,-5.0
1439,2,1.76,455,13,HURDLE,GOOD/SOFT,44,3,WINNER,3.52
1440,5,1.15,7,12,FLAT,HEAVY,31,4,WINNER,5.75
1441,5,1.16,7,17,FLAT,GOOD/FIRM,15,5,WINNER,5.8
1442,2,1.74,197,14,HURDLE,HEAVY,29,2,LOSER,-2.0
1443,2,1.71,804,6,HURDLE,FAST,53,1,WINNER,3.42
1444,5,30.0,28,8,HURDLE,GOOD/SOFT,9,4,LOSER,-5.0
1445,5,1.79,21,10,CHASE,SOFT,17,4,LOSER,-5.0
1446,2,2.64,98,8,HURDLE,FIRM,99,2,LOSER,-2.0
1447,2,1.14,651,8,FLAT,HEAVY,33,3,LOSER,-2.0
1448,2,3.65,33,9,HURDLE,HEAVY,12,3,LOSER,-2.0
1449,5,4.8,72,8,FLAT,FAST,14,5,LOSER,-5.0
1450,2,1.47,67,10,FLAT,FAST,14,2,WINNER,2.94
1451,2,1.96,1115,10,FLAT,GOOD/FIRM,17,2,WINNER,3.92
1452,2,3.7,1448,17,FLAT,GOOD/SOFT,19,2,LOSER,-2.0
1453,2,1.98,232,8,FLAT,FIRM,31,1,WINNER,3.96
1454,2,1.85,187,6,HURDLE,GOOD ,51,1,WINNER,3.7
1455,5,450.0,14,22,FLAT,GOOD/FIRM,22,4,LOSER,-5.0
1456,5,6.6,729,14,HURDLE,FAST,31,4,LOSER,-5.0
1457,2,1.91,144,14,HURDLE,SOFT,37,3,WINNER,3.82
1458,5,2.78,722,9,FLAT,GOOD ,46,5,WINNER,13.899999999999999
1459,2,1.17,25,9,FLAT,GOOD ,20,3,WINNER,2.34
1460,5,2.84,30,7,HURDLE,HEAVY,38,4,LOSER,-5.0
1461,5,1.1,1260,8,FLAT,FAST,14,5,WINNER,5.5
1462,5,14.0,528,11,FLAT,SOFT,20,5,LOSER,-5.0
1463,2,1.05,377,10,FLAT,GOOD/FIRM,34,2,WINNER,2.1
1464,2,2.7,9,7,FLAT,GOOD ,24,3,LOSER,-2.0
1465,2,2.4,135,8,FLAT,GOOD ,30,1,WINNER,4.8
1466,2,1.82,134,8,FLAT,SOFT,19,3,LOSER,-2.0
1467,2,9.4,1033,11,HURDLE,FIRM,21,1,LOSER,-2.0
1468,2,1.99,60,12,FLAT,GOOD ,12,1,LOSER,-2.0
1469,2,1.28,36,7,HURDLE,SOFT,19,2,LOSER,-2.0
1470,2,4.7,1398,12,FLAT,SOFT,52,3,LOSER,-2.0
1471,5,1.95,114,8,CHASE,GOOD/FIRM,16,4,LOSER,-5.0
1472,2,7.8,29,18,HURDLE,GOOD/SOFT,17,2,WINNER,15.6
1473,2,5.6,18,18,HURDLE,HEAVY,12,2,LOSER,-2.0
