Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result
5,19,63,7,HURDLE,FAST,22,5,LOSER
2,1.79,110,18,FLAT,GOOD/FIRM,11,2,LOSER
2,50,1274,14,CHASE,GOOD ,22,1,LOSER
2,2.72,82,7,FLAT,GOOD/FIRM,20,1,LOSER
2,4,303,7,FLAT,SOFT,6,3,WINNER
5,1.39,169,8,CHASE,HEAVY,21,5,WINNER
2,1.31,1096,7,FLAT,GOOD/FIRM,73,2,WINNER
5,1.36,1462,6,FLAT,HEAVY,6,5,LOSER
5,800,125,9,FLAT,FAST,26,4,LOSER
5,1.66,153,10,FLAT,GOOD/FIRM,19,4,WINNER
5,800,14,14,CHASE,HEAVY,55,4,LOSER
2,1.69,13,18,CHASE,SOFT,6,3,LOSER
2,1.15,117,8,CHASE,FAST,48,1,WINNER
2,1.54,67,7,FLAT,GOOD ,30,2,WINNER
5,2.7,79,7,FLAT,FAST,18,4,WINNER
2,100,286,6,HURDLE,GOOD/FIRM,34,1,LOSER
2,2.38,117,8,FLAT,GOOD/SOFT,20,2,WINNER
5,2.58,73,9,HURDLE,FAST,67,4,WINNER
5,1.22,232,7,HURDLE,FIRM,19,4,WINNER
2,2.76,1840,12,HURDLE,FIRM,14,1,LOSER
2,2.56,3,12,FLAT,FAST,48,1,WINNER
2,11,30,18,HURDLE,GOOD ,29,2,LOSER
2,16,18,21,FLAT,FIRM,66,1,WINNER
2,4.1,570,5,FLAT,GOOD/FIRM,10,1,LOSER
5,25,1173,5,FLAT,GOOD/FIRM,18,5,LOSER
2,3.8,33,9,HURDLE,GOOD/FIRM,10,3,LOSER
5,1.26,88,7,FLAT,GOOD/FIRM,36,4,WINNER
5,80,88,11,FLAT,FAST,48,5,LOSER
5,15,76,8,FLAT,FIRM,49,4,NON_RUNNER
5,50,90,8,FLAT,HEAVY,36,4,LOSER
5,6.2,1459,8,CHASE,HEAVY,39,4,LOSER
5,700,152,9,FLAT,GOOD/SOFT,14,4,LOSER
5,1.65,148,15,HURDLE,GOOD/FIRM,54,4,WINNER
5,1.82,259,9,FLAT,FAST,67,4,WINNER
2,1.78,62,7,FLAT,GOOD/FIRM,18,3,LOSER
2,8.8,1900,5,FLAT,GOOD/FIRM,21,2,LOSER
2,5.9,141,9,FLAT,GOOD/FIRM,20,2,LOSER
2,1.04,6,5,FLAT,SOFT,22,3,WINNER
5,2.78,60,17,HURDLE,FAST,16,5,LOSER
2,1.04,2019,9,FLAT,FIRM,19,1,WINNER
2,1.31,5,11,FLAT,FAST,15,3,WINNER
2,1.78,39,7,HURDLE,HEAVY,28,2,LOSER
2,1.12,111,11,FLAT,GOOD ,29,3,WINNER
2,3.45,25,6,FLAT,SOFT,16,1,NON_RUNNER
2,4.7,181,12,HURDLE,HEAVY,13,2,WINNER
2,1.91,2003,15,HURDLE,SOFT,54,2,LOSER
2,2.3,1001,9,CHASE,SOFT,41,3,LOSER
2,2.14,87,6,CHASE,HEAVY,33,3,WINNER
2,16,444,6,CHASE,FIRM,31,3,LOSER
2,11,47,9,HURDLE,HEAVY,19,2,LOSER
2,3.5,56,19,HURDLE,HEAVY,55,3,LOSER
2,2.64,19,7,FLAT,FAST,31,2,WINNER
5,1.37,189,14,FLAT,HEAVY,22,5,WINNER
5,2.1,12,14,HURDLE,FIRM,23,4,WINNER
2,13,178,6,HURDLE,FIRM,21,2,LOSER
5,1.38,691,14,FLAT,GOOD/SOFT,20,5,WINNER
2,2.42,1168,9,FLAT,FAST,12,1,LOSER
5,2.6,696,11,FLAT,FIRM,28,5,WINNER
2,1.1,503,13,CHASE,FIRM,18,3,WINNER
5,2.36,251,24,CHASE,FIRM,19,5,LOSER
2,180,236,18,CHASE,GOOD ,95,3,LOSER
5,16,113,24,FLAT,FAST,20,5,LOSER
5,2.7,7,7,HURDLE,FIRM,18,4,LOSER
5,1.31,80,11,FLAT,GOOD/FIRM,25,4,WINNER
5,250,1183,8,FLAT,GOOD ,40,4,LOSER
5,90,581,10,HURDLE,FIRM,22,4,LOSER
5,1.36,38,8,HURDLE,GOOD/SOFT,27,4,WINNER
5,2.26,365,8,CHASE,GOOD/FIRM,65,5,WINNER
2,1.68,10,5,CHASE,FAST,93,2,LOSER
2,50,1689,15,HURDLE,SOFT,25,1,LOSER
5,1.37,791,19,HURDLE,FAST,19,5,WINNER
2,1.48,106,6,HURDLE,FAST,7,2,WINNER
2,2.8,56,16,HURDLE,FAST,25,2,LOSER
2,1.96,408,7,HURDLE,FIRM,9,3,WINNER
2,1.72,102,11,FLAT,FAST,26,2,WINNER
5,1.15,1091,14,CHASE,GOOD/FIRM,35,5,WINNER
2,2.22,802,16,CHASE,GOOD/SOFT,30,2,LOSER
5,1.59,1873,12,FLAT,GOOD/SOFT,46,4,LOSER
5,1.05,119,5,HURDLE,FAST,53,4,WINNER
2,2.52,171,15,FLAT,HEAVY,28,3,LOSER
5,16,31,9,HURDLE,GOOD ,58,5,LOSER
2,1.76,455,13,HURDLE,GOOD/SOFT,44,3,WINNER
5,1.15,7,12,FLAT,HEAVY,31,4,WINNER
5,1.16,7,17,FLAT,GOOD/FIRM,15,5,WINNER
2,1.74,197,14,HURDLE,HEAVY,29,2,LOSER
2,1.71,804,6,HURDLE,FAST,53,1,WINNER
5,30,28,8,HURDLE,GOOD/SOFT,9,4,LOSER
5,1.79,21,10,CHASE,SOFT,17,4,LOSER
2,2.64,98,8,HURDLE,FIRM,99,2,LOSER
2,1.14,651,8,FLAT,HEAVY,33,3,LOSER
2,3.65,33,9,HURDLE,HEAVY,12,3,LOSER
5,4.8,72,8,FLAT,FAST,14,5,LOSER
2,1.47,67,10,FLAT,FAST,14,2,WINNER
2,1.96,1115,10,FLAT,GOOD/FIRM,17,2,WINNER
2,3.7,1448,17,FLAT,GOOD/SOFT,19,2,LOSER
2,1.98,232,8,FLAT,FIRM,31,1,WINNER
2,1.85,187,6,HURDLE,GOOD ,51,1,WINNER
5,450,14,22,FLAT,GOOD/FIRM,22,4,LOSER
5,6.6,729,14,HURDLE,FAST,31,4,LOSER
2,1.91,144,14,HURDLE,SOFT,37,3,WINNER
5,2.78,722,9,FLAT,GOOD ,46,5,WINNER
2,1.17,25,9,FLAT,GOOD ,20,3,WINNER
5,2.84,30,7,HURDLE,HEAVY,38,4,LOSER
5,1.1,1260,8,FLAT,FAST,14,5,WINNER
5,14,528,11,FLAT,SOFT,20,5,LOSER
2,1.05,377,10,FLAT,GOOD/FIRM,34,2,WINNER
2,2.7,9,7,FLAT,GOOD ,24,3,LOSER
2,2.4,135,8,FLAT,GOOD ,30,1,WINNER
2,1.82,134,8,FLAT,SOFT,19,3,LOSER
2,9.4,1033,11,HURDLE,FIRM,21,1,LOSER
2,1.99,60,12,FLAT,GOOD ,12,1,LOSER
2,1.28,36,7,HURDLE,SOFT,19,2,LOSER
2,4.7,1398,12,FLAT,SOFT,52,3,LOSER
5,1.95,114,8,CHASE,GOOD/FIRM,16,4,LOSER
2,7.8,29,18,HURDLE,GOOD/SOFT,17,2,WINNER
2,5.6,18,18,HURDLE,HEAVY,12,2,LOSER
2,800,1263,14,FLAT,GOOD/SOFT,45,1,LOSER
5,8.2,76,12,FLAT,FAST,20,4,LOSER
2,1.51,12,11,CHASE,GOOD ,35,1,WINNER
2,4.1,156,8,FLAT,GOOD/FIRM,31,3,LOSER
5,2.16,9,13,FLAT,HEAVY,69,4,WINNER
2,2.32,229,9,FLAT,SOFT,14,3,LOSER
5,5.2,214,23,FLAT,GOOD/SOFT,12,4,LOSER
2,3.5,52,7,HURDLE,FAST,9,2,LOSER
5,3.75,1940,9,FLAT,FAST,25,4,WINNER
5,3.3,1327,9,CHASE,FAST,118,5,LOSER
5,2.3,13,7,FLAT,FIRM,22,5,LOSER
2,4.6,175,16,HURDLE,FAST,16,2,LOSER
2,2.64,158,11,FLAT,GOOD ,92,2,LOSER
5,1.04,70,12,CHASE,FIRM,32,4,WINNER
2,1.39,12,9,HURDLE,SOFT,28,2,WINNER
2,2.92,1081,12,FLAT,FAST,21,3,LOSER
2,3.3,48,7,CHASE,GOOD/FIRM,85,2,WINNER
2,10,202,8,FLAT,SOFT,12,2,LOSER
2,1.73,17,20,FLAT,SOFT,20,3,LOSER
2,1.1,32,7,FLAT,GOOD/SOFT,17,2,WINNER
2,5.2,165,8,HURDLE,GOOD/FIRM,17,3,LOSER
2,1.74,12,7,FLAT,FAST,12,3,WINNER
2,3.9,97,7,HURDLE,SOFT,11,1,WINNER
2,70,115,9,FLAT,SOFT,40,2,LOSER
2,1.65,386,8,FLAT,FAST,10,2,WINNER
5,7.4,279,7,FLAT,GOOD ,25,5,LOSER
5,1.11,116,10,HURDLE,SOFT,10,4,WINNER
2,140,154,10,CHASE,HEAVY,50,1,LOSER
2,3.75,357,9,CHASE,SOFT,13,1,WINNER
2,1.6,22,12,FLAT,GOOD/FIRM,11,3,WINNER
2,140,1013,22,CHASE,FIRM,19,1,LOSER
2,5.6,156,6,HURDLE,FIRM,13,1,LOSER
2,2.52,62,9,HURDLE,HEAVY,7,1,LOSER
5,1.69,1523,6,FLAT,FAST,42,5,LOSER
2,2.16,81,8,FLAT,FAST,9,2,LOSER
2,1.15,580,14,FLAT,SOFT,27,1,WINNER
5,5.2,169,15,FLAT,GOOD/SOFT,39,5,LOSER
2,3.6,134,6,HURDLE,GOOD/FIRM,17,2,LOSER
2,1.02,1338,22,FLAT,FIRM,24,2,LOSER
2,3.5,206,9,CHASE,SOFT,15,1,LOSER
2,500,521,18,FLAT,GOOD/FIRM,32,3,LOSER
2,5.6,1693,10,HURDLE,FAST,87,2,LOSER
2,1.75,84,8,HURDLE,FAST,19,1,WINNER
5,1.36,61,6,HURDLE,GOOD/FIRM,17,5,LOSER
5,1.41,10,7,HURDLE,HEAVY,51,4,LOSER
5,2.24,113,12,HURDLE,FIRM,14,5,WINNER
2,140,16,22,HURDLE,FAST,17,3,LOSER
2,2.8,290,13,HURDLE,FIRM,10,3,LOSER
2,4.1,185,11,CHASE,SOFT,24,1,WINNER
2,1.08,20,11,HURDLE,HEAVY,30,1,WINNER
2,1.28,1693,9,FLAT,SOFT,14,2,LOSER
5,2.22,400,8,FLAT,SOFT,8,5,LOSER
2,1.76,397,21,FLAT,FAST,21,1,LOSER
2,8.8,12,10,CHASE,HEAVY,18,3,LOSER
2,1.05,2,9,HURDLE,GOOD/FIRM,15,1,WINNER
2,3.45,177,17,FLAT,FIRM,20,2,WINNER
2,2.72,430,12,HURDLE,FAST,70,2,LOSER
5,3.6,567,6,FLAT,GOOD/FIRM,9,5,WINNER
2,4.8,183,6,HURDLE,FIRM,21,2,WINNER
2,4,296,6,FLAT,FIRM,89,1,LOSER
2,2.04,92,13,FLAT,GOOD/FIRM,11,3,WINNER
2,160,2150,7,HURDLE,GOOD ,38,1,LOSER
2,1.58,147,12,HURDLE,GOOD ,20,2,WINNER
2,1.14,29,7,HURDLE,FIRM,45,1,WINNER
5,2.46,83,9,FLAT,GOOD/SOFT,9,4,LOSER
5,6.4,564,8,FLAT,SOFT,42,5,LOSER
2,1.44,1114,8,FLAT,GOOD ,20,1,LOSER
5,1.11,338,9,FLAT,FAST,21,5,WINNER
2,6,242,19,FLAT,SOFT,26,1,LOSER
2,3.3,27,9,FLAT,HEAVY,13,2,LOSER
5,1.67,84,11,CHASE,HEAVY,20,5,WINNER
2,4.9,89,20,HURDLE,HEAVY,7,3,LOSER
2,2.08,61,19,HURDLE,FIRM,7,1,LOSER
5,1.66,107,18,FLAT,GOOD/FIRM,26,4,WINNER
2,1.56,111,11,HURDLE,SOFT,17,3,WINNER
5,2.72,106,7,FLAT,FAST,19,5,LOSER
2,2.48,79,14,FLAT,GOOD/FIRM,69,2,LOSER
2,1.5,159,13,HURDLE,HEAVY,8,1,WINNER
5,1.23,522,7,CHASE,SOFT,27,4,WINNER
2,2.8,445,8,HURDLE,SOFT,19,2,LOSER
5,80,191,11,HURDLE,GOOD/FIRM,27,5,LOSER
2,9.8,907,14,HURDLE,FIRM,21,1,LOSER
2,1.67,28,16,HURDLE,FIRM,9,2,WINNER
2,7.2,33,25,FLAT,GOOD/SOFT,40,3,LOSER
2,2.76,945,7,HURDLE,FAST,89,1,LOSER
2,5.8,135,9,FLAT,GOOD/SOFT,43,1,WINNER
2,11,697,11,CHASE,FAST,78,2,WINNER
2,1.68,778,8,HURDLE,GOOD/FIRM,19,1,WINNER
2,1.01,110,18,HURDLE,HEAVY,18,2,WINNER
2,1.13,159,13,HURDLE,HEAVY,29,3,WINNER
5,5.7,404,11,HURDLE,HEAVY,16,5,LOSER
5,5,64,18,FLAT,GOOD/FIRM,21,5,LOSER
2,2.96,25,8,FLAT,FAST,10,1,LOSER
2,5.2,76,8,HURDLE,FAST,18,1,WINNER
2,5.2,21,8,CHASE,GOOD/FIRM,42,1,LOSER
5,1.97,191,14,FLAT,GOOD/SOFT,28,5,LOSER
2,1.97,1957,5,HURDLE,FIRM,35,2,WINNER
2,1.13,175,7,FLAT,GOOD ,21,2,WINNER
5,80,67,10,CHASE,GOOD/SOFT,42,4,LOSER
5,2.12,480,12,FLAT,GOOD/SOFT,21,5,LOSER
2,1.63,28,6,FLAT,GOOD/FIRM,27,2,WINNER
2,1.75,8,11,CHASE,GOOD/FIRM,14,2,WINNER
2,1.87,397,17,FLAT,FAST,25,2,LOSER
2,400,330,8,HURDLE,GOOD ,62,2,LOSER
2,1.74,162,12,FLAT,HEAVY,25,1,WINNER
2,35,775,24,HURDLE,GOOD/FIRM,21,2,LOSER
2,1.82,474,6,FLAT,FIRM,14,2,WINNER
5,120,16,8,CHASE,GOOD/FIRM,20,5,LOSER
2,5.1,75,20,HURDLE,GOOD/SOFT,5,1,LOSER
2,2.52,26,7,FLAT,GOOD ,53,2,LOSER
2,1.04,22,19,CHASE,HEAVY,19,3,WINNER
5,1.13,168,9,HURDLE,FAST,7,5,WINNER
5,1.36,940,11,HURDLE,GOOD/SOFT,15,5,WINNER
2,2.64,1584,9,HURDLE,FAST,44,1,WINNER
2,1.08,215,21,FLAT,FIRM,24,1,WINNER
5,3.85,480,25,FLAT,SOFT,21,4,LOSER
2,1.84,59,7,FLAT,FAST,28,3,WINNER
2,5.3,40,13,HURDLE,GOOD ,64,3,WINNER
5,2.38,51,7,FLAT,SOFT,33,5,WINNER
2,6.8,2,7,FLAT,SOFT,16,3,LOSER
2,35,20,9,CHASE,FIRM,25,2,LOSER
2,4.8,135,11,FLAT,GOOD/FIRM,17,2,LOSER
2,2.8,1607,7,FLAT,SOFT,19,3,LOSER
2,1.7,191,12,HURDLE,GOOD ,56,3,WINNER
2,3.45,96,7,HURDLE,GOOD/SOFT,15,2,LOSER
2,1.1,101,13,HURDLE,GOOD/FIRM,18,3,WINNER
5,1.34,2006,24,FLAT,FAST,26,4,LOSER
5,1.89,202,8,HURDLE,FAST,12,5,LOSER
2,5.5,66,9,HURDLE,GOOD ,17,2,LOSER
2,9,44,8,FLAT,GOOD/FIRM,33,2,LOSER
5,1.16,41,10,CHASE,GOOD/SOFT,11,4,WINNER
5,17,377,8,HURDLE,GOOD/FIRM,43,5,LOSER
2,1.61,600,9,CHASE,FIRM,29,3,WINNER
2,1.41,7,9,FLAT,FIRM,26,3,WINNER
2,1.92,76,5,CHASE,SOFT,29,1,WINNER
5,2.8,59,10,FLAT,GOOD/FIRM,27,5,LOSER
2,1.94,144,10,HURDLE,GOOD ,34,3,WINNER
2,500,25,15,FLAT,GOOD ,25,1,LOSER
5,5.1,21,9,HURDLE,GOOD/SOFT,23,4,LOSER
5,1.79,1354,9,FLAT,GOOD/SOFT,15,4,LOSER
2,2.86,61,10,HURDLE,GOOD ,54,3,WINNER
5,900,6,20,HURDLE,GOOD/FIRM,13,5,LOSER
5,5.8,14,9,HURDLE,GOOD/FIRM,11,4,WINNER
5,2.26,123,9,FLAT,FAST,13,5,WINNER
2,1.93,67,7,FLAT,FIRM,30,3,WINNER
2,2.08,24,5,FLAT,FIRM,17,3,LOSER
2,5.2,187,14,FLAT,GOOD/SOFT,40,2,WINNER
2,1.4,40,8,HURDLE,FAST,16,2,WINNER
2,4.4,8,9,HURDLE,GOOD/SOFT,5,1,LOSER
2,1.6,13,9,HURDLE,HEAVY,8,1,WINNER
2,3.35,1580,12,HURDLE,HEAVY,22,1,LOSER
2,1.39,47,18,FLAT,FIRM,71,3,WINNER
5,1.4,493,22,FLAT,GOOD/SOFT,17,4,LOSER
2,2.18,555,7,CHASE,SOFT,14,2,WINNER
2,2.44,160,12,HURDLE,HEAVY,43,2,LOSER
2,1.78,5,8,HURDLE,SOFT,16,3,WINNER
5,2.62,34,17,HURDLE,GOOD/SOFT,11,5,LOSER
5,1.91,835,23,FLAT,FIRM,36,5,WINNER
2,1.51,17,11,FLAT,SOFT,13,1,LOSER
2,700,49,7,HURDLE,HEAVY,29,1,LOSER
5,4.7,51,9,FLAT,SOFT,13,4,NON_RUNNER
2,9.4,102,7,FLAT,GOOD/FIRM,12,3,WINNER
5,17,120,17,FLAT,FIRM,19,4,LOSER
2,2.74,345,13,HURDLE,GOOD/SOFT,18,3,LOSER
2,13,130,6,FLAT,GOOD/SOFT,18,3,LOSER
5,1.61,250,8,FLAT,SOFT,116,5,LOSER
2,16,959,5,HURDLE,GOOD/SOFT,21,2,LOSER
2,1.73,172,11,HURDLE,GOOD ,28,1,WINNER
2,2.12,14,11,CHASE,FIRM,29,2,WINNER
5,1.09,59,5,FLAT,HEAVY,22,5,WINNER
2,2.72,573,7,FLAT,FIRM,12,1,LOSER
2,1.64,1374,13,HURDLE,FAST,24,2,LOSER
2,2.58,158,6,FLAT,HEAVY,12,1,LOSER
2,1.77,1108,7,HURDLE,SOFT,35,2,LOSER
2,1.35,19,5,FLAT,GOOD/SOFT,18,3,LOSER
2,1.76,1759,9,FLAT,FIRM,18,1,LOSER
2,5.8,864,7,FLAT,SOFT,20,1,LOSER
5,1.06,17,6,FLAT,GOOD/SOFT,23,5,WINNER
2,4.5,68,9,FLAT,HEAVY,21,3,LOSER
2,1.25,64,8,FLAT,FIRM,28,1,WINNER
2,1.28,24,10,FLAT,SOFT,34,1,LOSER
5,17,53,8,CHASE,GOOD/FIRM,23,5,LOSER
2,1.37,183,9,CHASE,GOOD/FIRM,36,2,WINNER
2,7.8,1855,7,FLAT,GOOD/SOFT,44,3,LOSER
5,1.01,7,9,FLAT,GOOD/FIRM,8,4,WINNER
2,2.48,1678,8,HURDLE,GOOD/SOFT,33,1,LOSER
2,1.08,34,12,CHASE,HEAVY,16,2,WINNER
2,8.4,44,7,FLAT,FIRM,27,3,NON_RUNNER
5,70,154,11,HURDLE,FIRM,77,5,LOSER
5,2.54,1632,8,HURDLE,FIRM,17,5,WINNER
5,4.7,401,10,FLAT,GOOD/FIRM,17,4,LOSER
2,2.28,115,9,CHASE,SOFT,23,3,WINNER
2,3.6,10,12,FLAT,GOOD ,66,1,LOSER
2,10,51,5,FLAT,SOFT,16,1,LOSER
5,30,444,6,FLAT,GOOD/SOFT,21,5,LOSER
2,40,1876,5,FLAT,FIRM,16,2,LOSER
5,15,145,12,CHASE,GOOD ,24,5,WINNER
5,120,60,11,FLAT,GOOD ,72,5,LOSER
2,3.25,1014,7,FLAT,GOOD/FIRM,22,2,LOSER
5,1.08,1329,11,FLAT,GOOD ,17,5,LOSER
2,1.31,1141,6,FLAT,HEAVY,34,3,LOSER
2,9,191,8,HURDLE,GOOD/FIRM,19,2,LOSER
2,2.7,346,8,FLAT,GOOD ,10,2,LOSER
2,7,10,21,FLAT,HEAVY,41,3,LOSER
2,8.6,113,7,CHASE,HEAVY,7,3,LOSER
5,40,200,8,FLAT,GOOD/FIRM,18,5,LOSER
2,2.68,59,12,HURDLE,FAST,17,3,WINNER
2,3.25,249,12,FLAT,SOFT,23,3,LOSER
5,1.87,244,6,HURDLE,GOOD/FIRM,16,4,LOSER
2,400,290,8,FLAT,GOOD/SOFT,15,1,LOSER
2,1.28,58,6,FLAT,FAST,25,2,LOSER
2,2.44,132,5,FLAT,SOFT,80,3,LOSER
2,5.2,125,7,HURDLE,FIRM,27,3,WINNER
5,8.4,5,6,FLAT,FAST,25,5,LOSER
2,6,661,6,FLAT,SOFT,14,1,LOSER
2,1.88,1074,10,FLAT,SOFT,23,3,WINNER
2,2.18,12,10,HURDLE,SOFT,20,3,WINNER
5,1.85,1537,16,FLAT,HEAVY,9,4,LOSER
2,1.38,8,10,HURDLE,FIRM,25,1,WINNER
2,1.36,1030,14,HURDLE,GOOD/FIRM,18,2,WINNER
2,5.9,1257,7,FLAT,FIRM,45,2,LOSER
5,2.14,51,9,HURDLE,GOOD/SOFT,23,5,WINNER
5,1.28,362,8,FLAT,FAST,18,5,LOSER
2,1.16,72,25,FLAT,HEAVY,15,1,WINNER
2,2.24,174,7,CHASE,FAST,11,3,LOSER
2,5.5,60,17,HURDLE,GOOD/SOFT,16,3,WINNER
5,5.2,110,5,FLAT,FIRM,24,4,WINNER
2,1.2,641,10,CHASE,GOOD/FIRM,34,1,WINNER
2,900,33,5,FLAT,GOOD/SOFT,19,1,LOSER
2,5.6,328,13,FLAT,SOFT,21,1,LOSER
2,1.32,14,10,FLAT,GOOD/FIRM,18,1,WINNER
5,3.55,505,5,FLAT,FIRM,71,5,LOSER
2,6.4,256,12,FLAT,GOOD/SOFT,73,1,LOSER
2,2.48,157,14,CHASE,FAST,18,2,WINNER
2,1.65,681,5,HURDLE,HEAVY,58,1,LOSER
2,1.95,99,10,FLAT,GOOD/SOFT,14,1,LOSER
5,350,1107,8,HURDLE,GOOD ,28,5,LOSER
2,5.1,401,10,FLAT,GOOD/SOFT,11,1,WINNER
2,2.82,824,13,FLAT,GOOD/FIRM,19,3,WINNER
2,2.78,1212,18,HURDLE,HEAVY,19,3,WINNER
2,1.75,451,8,HURDLE,FIRM,15,2,WINNER
2,8,39,16,FLAT,SOFT,19,2,LOSER
2,1.84,55,10,CHASE,HEAVY,17,2,WINNER
5,10,5,13,HURDLE,GOOD/FIRM,47,4,LOSER
2,1.09,171,14,FLAT,SOFT,24,1,WINNER
2,1.55,43,11,FLAT,FAST,37,2,WINNER
5,1.43,169,5,FLAT,FAST,38,5,LOSER
2,2.78,11,19,HURDLE,HEAVY,46,3,LOSER
5,1.74,170,12,FLAT,FIRM,20,4,WINNER
5,3.45,70,13,FLAT,SOFT,26,4,LOSER
2,5.3,1110,7,FLAT,GOOD/FIRM,13,2,WINNER
2,2.3,1981,23,CHASE,GOOD ,18,1,LOSER
2,1.59,247,22,HURDLE,GOOD/SOFT,29,3,LOSER
2,3.3,3,14,FLAT,HEAVY,30,2,LOSER
2,1.89,929,11,HURDLE,FIRM,76,2,WINNER
5,7.4,562,9,FLAT,FAST,64,4,LOSER
2,180,22,8,FLAT,FIRM,10,1,LOSER
2,1.55,19,17,HURDLE,SOFT,35,2,WINNER
5,1.58,770,11,HURDLE,HEAVY,12,4,LOSER
2,2.72,162,8,FLAT,GOOD/SOFT,18,2,LOSER
2,3.4,9,19,HURDLE,GOOD/SOFT,9,2,LOSER
5,6.2,25,6,FLAT,GOOD/SOFT,17,4,LOSER
2,1.09,41,8,CHASE,GOOD/SOFT,42,2,WINNER
2,1.16,1947,9,CHASE,SOFT,39,3,WINNER
5,1.83,97,8,FLAT,GOOD ,34,4,WINNER
2,18,58,7,HURDLE,GOOD ,22,1,LOSER
2,3.8,168,7,HURDLE,HEAVY,19,2,LOSER
2,3.6,46,8,HURDLE,FIRM,10,2,LOSER
2,2.28,159,14,FLAT,GOOD ,14,2,WINNER
2,1.58,22,15,FLAT,GOOD/FIRM,21,1,WINNER
5,1.3,156,14,FLAT,GOOD ,18,4,WINNER
5,2.66,875,16,FLAT,SOFT,36,5,LOSER
2,800,42,21,HURDLE,GOOD ,7,1,LOSER
2,4.4,149,12,CHASE,GOOD/FIRM,19,2,LOSER
2,1.29,240,9,HURDLE,SOFT,36,3,LOSER
2,2.18,281,11,FLAT,FAST,16,3,LOSER
5,60,112,7,FLAT,GOOD ,23,4,LOSER
5,2.38,72,10,FLAT,GOOD ,24,5,WINNER
5,1.74,170,13,FLAT,GOOD/FIRM,22,5,WINNER
2,6.6,1374,6,HURDLE,GOOD ,19,2,LOSER
2,300,103,11,FLAT,FAST,17,2,LOSER
2,4.1,154,19,HURDLE,FIRM,36,2,LOSER
2,5.5,683,8,CHASE,FAST,74,3,LOSER
2,19,749,8,FLAT,FAST,21,1,LOSER
5,13,41,15,FLAT,HEAVY,97,5,LOSER
5,1.1,1970,18,HURDLE,FIRM,15,4,WINNER
2,2.06,138,20,HURDLE,HEAVY,11,3,LOSER
2,3.55,312,22,FLAT,FAST,25,1,LOSER
2,3.2,585,10,FLAT,GOOD/FIRM,40,1,LOSER
5,1.32,366,10,FLAT,FAST,30,4,LOSER
2,500,8,11,HURDLE,FAST,39,1,LOSER
2,4,201,7,FLAT,GOOD ,24,1,LOSER
2,3.7,10,9,HURDLE,GOOD/SOFT,18,1,LOSER
5,1.05,145,9,HURDLE,GOOD/SOFT,6,4,WINNER
2,1.84,126,7,HURDLE,GOOD/FIRM,13,3,WINNER
5,1.88,208,14,FLAT,SOFT,10,4,WINNER
2,1.09,56,7,HURDLE,FIRM,21,1,WINNER
5,2.52,161,8,HURDLE,GOOD/FIRM,21,5,LOSER
2,1.29,136,6,FLAT,GOOD/FIRM,17,2,WINNER
2,400,45,10,FLAT,GOOD ,12,3,LOSER
2,3.45,14,6,CHASE,SOFT,7,2,WINNER
5,2.82,481,6,FLAT,GOOD ,66,5,LOSER
5,2.38,90,8,FLAT,FIRM,83,5,WINNER
2,16,5,16,CHASE,GOOD/SOFT,7,3,LOSER
2,1.32,1119,9,CHASE,SOFT,27,1,WINNER
5,1.7,48,9,FLAT,HEAVY,19,5,WINNER
2,1.7,85,6,HURDLE,HEAVY,60,3,LOSER
5,1.86,301,7,HURDLE,FIRM,15,5,WINNER
2,7.4,6,6,FLAT,GOOD/SOFT,41,1,WINNER
5,600,108,13,CHASE,HEAVY,86,4,LOSER
2,1.62,448,6,FLAT,GOOD/SOFT,34,2,WINNER
2,10,7,10,FLAT,HEAVY,24,2,LOSER
5,6.6,7,8,FLAT,HEAVY,21,4,LOSER
5,3.75,16,9,HURDLE,GOOD/SOFT,31,5,LOSER
2,1.3,591,7,HURDLE,GOOD/FIRM,18,1,LOSER
5,2.82,327,18,CHASE,FIRM,19,5,WINNER
2,3.8,52,10,FLAT,GOOD ,15,2,LOSER
2,3.4,304,7,FLAT,GOOD/FIRM,29,1,LOSER
2,1.6,93,16,CHASE,GOOD/FIRM,30,2,WINNER
2,1.48,351,10,HURDLE,GOOD ,16,1,WINNER
5,160,75,6,FLAT,SOFT,15,4,LOSER
2,1.44,110,5,FLAT,GOOD/SOFT,11,1,LOSER
2,350,76,8,HURDLE,SOFT,11,3,LOSER
2,1.8,9,6,HURDLE,FAST,18,2,WINNER
2,120,60,11,FLAT,FIRM,13,1,LOSER
2,700,1552,6,FLAT,FIRM,20,2,LOSER
5,1.23,874,10,HURDLE,GOOD/FIRM,8,5,WINNER
2,2.96,534,10,FLAT,FAST,47,2,WINNER
5,1.57,5,7,FLAT,GOOD/FIRM,20,4,LOSER
5,1.22,97,23,CHASE,HEAVY,15,5,LOSER
5,7.6,148,19,FLAT,GOOD ,24,4,LOSER
5,1.78,1528,9,FLAT,FIRM,62,5,WINNER
2,3.7,27,6,CHASE,GOOD/FIRM,41,1,LOSER
5,1.43,7,6,FLAT,GOOD ,8,5,WINNER
5,1.28,732,16,FLAT,GOOD/SOFT,14,5,WINNER
5,1.59,7,22,HURDLE,FAST,7,4,LOSER
2,4.5,578,18,FLAT,GOOD/FIRM,29,3,LOSER
2,3.05,141,7,HURDLE,HEAVY,28,1,LOSER
